run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trigger_txt.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,trigger_resp.duration,run_no,instr_txt.started,prepared_resp.started,instr_txt.stopped,prepared_resp.stopped,prep_instr_0_1.started,target_0_1.started,prep_instr_0_1.stopped,target_0_1.stopped,trial_fixation_0_1.started,trial_fixation_0_1.stopped,image_0_1.started,key_resp_0_1.started,key_resp_0_1.stopped,trial_fixation_0_2.started,trial_fixation_0_2.stopped,image_0_2.started,key_resp_0_2.started,image_0_1.stopped,image_0_2.stopped,key_resp_0_2.stopped,trial_fixation_0_3.started,trial_fixation_0_3.stopped,image_0_3.started,key_resp_0_3.started,image_0_3.stopped,key_resp_0_3.stopped,trial_fixation_0_4.started,trial_fixation_0_4.stopped,image_0_4.started,key_resp_0_4.started,image_0_4.stopped,key_resp_0_4.stopped,trial_fixation_0_5.started,trial_fixation_0_5.stopped,image_0_5.started,key_resp_0_5.started,image_0_5.stopped,key_resp_0_5.stopped,trial_fixation_0_6.started,trial_fixation_0_6.stopped,image_0_6.started,key_resp_0_6.started,image_0_6.stopped,key_resp_0_6.stopped,trial_fixation_0_7.started,trial_fixation_0_7.stopped,image_0_7.started,key_resp_0_7.started,image_0_7.stopped,key_resp_0_7.stopped,trial_fixation_0_8.started,trial_fixation_0_8.stopped,image_0_8.started,key_resp_0_8.started,image_0_8.stopped,key_resp_0_8.stopped,trial_fixation_0_9.started,trial_fixation_0_9.stopped,image_0_9.started,key_resp_0_9.started,image_0_9.stopped,key_resp_0_9.stopped,trial_fixation_0_10.started,trial_fixation_0_10.stopped,image_0_10.started,key_resp_0_10.started,image_0_10.stopped,key_resp_0_10.stopped,prep_instr_0_2.started,target_0_2.started,prep_instr_0_2.stopped,target_0_2.stopped,trial_fixation_3_1.started,trial_fixation_3_1.stopped,image_3_1.started,key_resp_3_1.started,image_3_1.stopped,key_resp_3_1.stopped,trial_fixation_3_2.started,trial_fixation_3_2.stopped,image_3_2.started,key_resp_3_2.started,image_3_2.stopped,key_resp_3_2.stopped,trial_fixation_3_3.started,trial_fixation_3_3.stopped,image_3_3.started,key_resp_3_3.started,image_3_3.stopped,key_resp_3_3.stopped,trial_fixation_3_4.started,trial_fixation_3_4.stopped,image_3_4.started,key_resp_3_4.started,image_3_4.stopped,key_resp_3_4.stopped,trial_fixation_3_5.started,trial_fixation_3_5.stopped,image_3_5.started,key_resp_3_5.started,image_3_5.stopped,key_resp_3_5.stopped,trial_fixation_3_6.started,trial_fixation_3_6.stopped,image_3_6.started,key_resp_3_6.started,image_3_6.stopped,key_resp_3_6.stopped,trial_fixation_3_7.started,trial_fixation_3_7.stopped,image_3_7.started,key_resp_3_7.started,image_3_7.stopped,key_resp_3_7.stopped,trial_fixation_3_8.started,trial_fixation_3_8.stopped,image_3_8.started,key_resp_3_8.started,image_3_8.stopped,key_resp_3_8.stopped,trial_fixation_3_9.started,trial_fixation_3_9.stopped,image_3_9.started,key_resp_3_9.started,image_3_9.stopped,key_resp_3_9.stopped,trial_fixation_3_10.started,trial_fixation_3_10.stopped,image_3_10.started,key_resp_3_10.started,image_3_10.stopped,key_resp_3_10.stopped,prepared_resp.keys,prepared_resp.rt,prepared_resp.duration,key_resp_0_1.keys,key_resp_0_2.keys,key_resp_0_3.keys,key_resp_0_4.keys,key_resp_0_5.keys,key_resp_0_6.keys,key_resp_0_7.keys,key_resp_0_8.keys,key_resp_0_9.keys,key_resp_0_10.keys,key_resp_3_1.keys,key_resp_3_2.keys,key_resp_3_3.keys,key_resp_3_4.keys,key_resp_3_5.keys,key_resp_3_6.keys,key_resp_3_7.keys,key_resp_3_8.keys,key_resp_3_9.keys,key_resp_3_10.keys,rest_txt_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,560287,001,2024-02-21_18h15.24.184,nback-master-final,2023.1.3,59.94334155305017,
,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
